id,malware_family,platform,writing_style,description,severity,behaviors,retrieval_queries,candidate_strings,api_calls,registry_keys,mutex_names,domains,yara_template_hint,expected_yara_features,yara_tags
165,trojan,windows,description_detaillee,"L'examen comportemental indique que l'échantillon envoie le butin vers une infrastructure externe. Par ailleurs, il se greffe sur un processus hôte pour masquer son exécution. Par ailleurs, il recense la configuration et les logiciels installés. Par ailleurs, il enregistre une tâche planifiée déclenchée à l'ouverture de session.",élevé,defense_evasion|privilege_escalation|persistence|exfiltration|discovery,désactivation antivirus|cheval de troie|malware qui télécharge une charge utile|trojan windows,svc_host|update.dat|%TEMP%\tmp.exe,CreateProcessW|WriteProcessMemory|WinExec|URLDownloadToFileW,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Global\TrjSyncMtx,ota-firmware-push.com,process_injection|scheduled_task|data_exfiltration|system_discovery,CreateRemoteThread|schtasks_create|http_post_exfil|systeminfo_enum|CreateProcessW|WriteProcessMemory|svc_host|update.dat,trojan|windows|élevé|process_injection|scheduled_task|data_exfiltration|system_discovery
166,trojan,windows,reponse_incident,"Au cours de la réponse à incident, on a constaté que la menace altère les services de protection du poste, puis se greffe sur un processus hôte pour masquer son exécution, puis déploie un service système malveillant au démarrage.",élevé,defense_evasion|privilege_escalation|persistence,porte dérobée cachée|trojan injection de processus|trojan windows,rundll32|loader.bin|update.dat|%TEMP%\tmp.exe|svc_host,CreateProcessW|URLDownloadToFileW|VirtualAllocEx|WinExec,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Local\InjGuardMutex,,security_tampering|process_injection|windows_service,disable_av_string|CreateRemoteThread|service_install_string|CreateProcessW|URLDownloadToFileW|rundll32|loader.bin|HKCU_Run_Key,trojan|windows|élevé|security_tampering|process_injection|windows_service
167,trojan,android,description_detaillee,"Une analyse approfondie montre que la menace se greffe sur un processus hôte pour masquer son exécution. Par ailleurs, il détourne le service d'accessibilité pour rester actif.",élevé,defense_evasion|privilege_escalation|persistence,porte dérobée cachée|malware qui télécharge une charge utile|désactivation antivirus|trojan android mobile APK,svc_host|%TEMP%\tmp.exe|loader.bin|rundll32,DexClassLoader|PackageManager.setComponentEnabledSetting|Runtime.exec,,,,process_injection|accessibility_abuse,ptrace_inject|AccessibilityService|DexClassLoader|PackageManager.setComponentEnabledSetting|svc_host|%TEMP%\tmp.exe,trojan|android|élevé|process_injection|accessibility_abuse
168,trojan,windows,reponse_incident,"L'investigation post-intrusion révèle un composant qui déploie un composant secondaire après l'infection initiale, puis crée une tâche planifiée pour se relancer périodiquement.",élevé,command_and_control|persistence,porte dérobée cachée|désactivation antivirus|malware qui télécharge une charge utile|trojan windows,rundll32|loader.bin|update.dat,VirtualAllocEx|URLDownloadToFileW|WriteProcessMemory|CreateProcessW|WinExec,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\TrjSyncMtx,update-service-check.com|data-backup-vault.com,payload_download|scheduled_task,URLDownloadToFile|schtasks_create|VirtualAllocEx|URLDownloadToFileW|rundll32|loader.bin|HKCU_Run_Key,trojan|windows|élevé|payload_download|scheduled_task
169,trojan,linux,description_detaillee,"Une analyse approfondie montre que la menace énumère les informations système et le domaine. Par ailleurs, il transmet les informations dérobées à l'attaquant. Par ailleurs, il récupère un module additionnel via une connexion chiffrée.",élevé,command_and_control|exfiltration|discovery,désactivation antivirus|malware qui télécharge une charge utile|trojan linux,%TEMP%\tmp.exe|rundll32|update.dat,connect|dlopen|fork,,,ns1.dynamic-resolver.net,payload_download|data_exfiltration|system_discovery,http_download|http_post_exfil|systeminfo_enum|connect|dlopen|%TEMP%\tmp.exe|rundll32,trojan|linux|élevé|payload_download|data_exfiltration|system_discovery
170,trojan,android,rapport_analyste,La variante observée demande les droits Device Administrator afin de résister à la désinstallation. Il injecte son code dans un processus légitime du système et envoie le butin vers une infrastructure externe.,élevé,defense_evasion|privilege_escalation|persistence|exfiltration,malware qui télécharge une charge utile|cheval de troie|trojan injection de processus|trojan android mobile APK,loader.bin|rundll32|update.dat,Runtime.exec|DexClassLoader|PackageManager.setComponentEnabledSetting,,,update-service-check.com,process_injection|device_admin_abuse|data_exfiltration,ptrace_inject|DeviceAdminReceiver|http_post_exfil|Runtime.exec|DexClassLoader|loader.bin|rundll32,trojan|android|élevé|process_injection|device_admin_abuse|data_exfiltration
171,trojan,android,alerte_courte,SIGNALEMENT : menace qui exfiltre les données collectées vers un serveur distant et abuse des privilèges d'administrateur de l'appareil pour persister.,élevé,command_and_control|persistence|defense_evasion|exfiltration|discovery,porte dérobée cachée|cheval de troie|trojan android mobile APK,rundll32|svc_host|update.dat|%TEMP%\tmp.exe,PackageManager.setComponentEnabledSetting|Runtime.exec|DexClassLoader,,,analytics-collector.io|mail-relay-gateway.org,payload_download|device_admin_abuse|data_exfiltration|system_discovery,http_download|DeviceAdminReceiver|http_post_exfil|systeminfo_enum|PackageManager.setComponentEnabledSetting|Runtime.exec|rundll32|svc_host,trojan|android|élevé|payload_download|device_admin_abuse|data_exfiltration|system_discovery
172,trojan,windows,rapport_analyste,La variante observée enregistre une tâche planifiée déclenchée à l'ouverture de session. Il récupère un module additionnel via une connexion chiffrée.,élevé,command_and_control|persistence,porte dérobée cachée|trojan injection de processus|malware qui télécharge une charge utile|trojan windows,%TEMP%\tmp.exe|rundll32|update.dat,CreateRemoteThread|VirtualAllocEx|WinExec|WriteProcessMemory,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\TrjSyncMtx,data-backup-vault.com,payload_download|scheduled_task,URLDownloadToFile|schtasks_create|CreateRemoteThread|VirtualAllocEx|%TEMP%\tmp.exe|rundll32|HKCU_Run_Key,trojan|windows|élevé|payload_download|scheduled_task
173,trojan,linux,description_detaillee,"Le rapport technique détaille un programme qui déploie un composant secondaire après l'infection initiale. Par ailleurs, il installe un service systemd pour démarrer automatiquement.",élevé,command_and_control|persistence,porte dérobée cachée|trojan injection de processus|trojan linux,loader.bin|update.dat|svc_host|%TEMP%\tmp.exe|rundll32,dlopen|connect|socket,,,win-update-patch.net|cloud-sync-status.org,payload_download|systemd_service,http_download|systemd_unit_file|dlopen|connect|loader.bin|update.dat,trojan|linux|élevé|payload_download|systemd_service
174,trojan,android,rapport_analyste,L'implant identifié se greffe sur un processus hôte pour masquer son exécution. Il écoute l'événement BOOT_COMPLETED pour redémarrer après reboot et envoie le butin vers une infrastructure externe.,élevé,defense_evasion|privilege_escalation|persistence|exfiltration,cheval de troie|trojan injection de processus|porte dérobée cachée|trojan android mobile APK,rundll32|svc_host|update.dat|%TEMP%\tmp.exe|loader.bin,DexClassLoader|Runtime.exec|PackageManager.setComponentEnabledSetting,,,mail-relay-gateway.org|analytics-collector.io,process_injection|boot_receiver|data_exfiltration,ptrace_inject|BOOT_COMPLETED_receiver|http_post_exfil|DexClassLoader|Runtime.exec|rundll32|svc_host,trojan|android|élevé|process_injection|boot_receiver|data_exfiltration
175,trojan,windows,alerte_courte,SIGNALEMENT : menace qui télécharge une charge utile secondaire depuis un serveur distant et déploie un service système malveillant au démarrage.,élevé,defense_evasion|privilege_escalation|command_and_control|persistence,cheval de troie|malware qui télécharge une charge utile|trojan injection de processus|trojan windows,svc_host|%TEMP%\tmp.exe|update.dat,URLDownloadToFileW|CreateProcessW|WriteProcessMemory|VirtualAllocEx|CreateRemoteThread,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\TrjSyncMtx,ota-firmware-push.com|data-backup-vault.com,process_injection|payload_download|windows_service,CreateRemoteThread|URLDownloadToFile|service_install_string|URLDownloadToFileW|CreateProcessW|svc_host|%TEMP%\tmp.exe|HKCU_Run_Key,trojan|windows|élevé|process_injection|payload_download|windows_service
176,trojan,android,description_detaillee,"Une analyse approfondie montre que la menace envoie le butin vers une infrastructure externe. Par ailleurs, il se greffe sur un processus hôte pour masquer son exécution. Par ailleurs, il désactive les solutions de sécurité présentes sur la machine.",élevé,defense_evasion|privilege_escalation|exfiltration,cheval de troie|malware qui télécharge une charge utile|porte dérobée cachée|trojan android mobile APK,rundll32|svc_host|%TEMP%\tmp.exe|update.dat,Runtime.exec|DexClassLoader|PackageManager.setComponentEnabledSetting,,,update-service-check.com,process_injection|security_tampering|data_exfiltration,ptrace_inject|disable_av_string|http_post_exfil|Runtime.exec|DexClassLoader|rundll32|svc_host,trojan|android|élevé|process_injection|security_tampering|data_exfiltration
177,trojan,android,alerte_courte,DÉTECTION : menace qui déploie un composant secondaire après l'infection initiale et injecte son code dans un processus légitime du système.,élevé,command_and_control|defense_evasion|privilege_escalation|persistence|exfiltration,malware qui télécharge une charge utile|trojan injection de processus|trojan android mobile APK,rundll32|%TEMP%\tmp.exe|svc_host,PackageManager.setComponentEnabledSetting|DexClassLoader|Runtime.exec,,,static-asset-host.com|api-telemetry-node.com,payload_download|process_injection|accessibility_abuse|data_exfiltration,http_download|ptrace_inject|AccessibilityService|http_post_exfil|PackageManager.setComponentEnabledSetting|DexClassLoader|rundll32|%TEMP%\tmp.exe,trojan|android|élevé|payload_download|process_injection|accessibility_abuse|data_exfiltration
178,trojan,android,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui abuse des privilèges d'administrateur de l'appareil pour persister, puis injecte son code dans un processus légitime du système, puis télécharge une charge utile secondaire depuis un serveur distant.",élevé,command_and_control|defense_evasion|privilege_escalation|persistence,malware qui télécharge une charge utile|trojan injection de processus|trojan android mobile APK,update.dat|%TEMP%\tmp.exe|svc_host|rundll32|loader.bin,Runtime.exec|DexClassLoader|PackageManager.setComponentEnabledSetting,,,mail-relay-gateway.org|data-backup-vault.com,payload_download|process_injection|device_admin_abuse,http_download|ptrace_inject|DeviceAdminReceiver|Runtime.exec|DexClassLoader|update.dat|%TEMP%\tmp.exe,trojan|android|élevé|payload_download|process_injection|device_admin_abuse
179,trojan,linux,rapport_analyste,Le binaire analysé planifie son lancement via une entrée crontab. Il se greffe sur un processus hôte pour masquer son exécution et désactive les solutions de sécurité présentes sur la machine et transmet les informations dérobées à l'attaquant.,élevé,defense_evasion|privilege_escalation|persistence|exfiltration,malware qui télécharge une charge utile|trojan injection de processus|désactivation antivirus|trojan linux,rundll32|update.dat|svc_host|loader.bin|%TEMP%\tmp.exe,ptrace|socket|execve,,,win-update-patch.net|api-telemetry-node.com,security_tampering|process_injection|cron_persistence|data_exfiltration,disable_av_string|ptrace_inject|crontab_entry|http_post_exfil|ptrace|socket|rundll32|update.dat,trojan|linux|élevé|security_tampering|process_injection|cron_persistence|data_exfiltration
180,trojan,windows,rapport_analyste,La variante observée déploie un composant secondaire après l'infection initiale. Il crée une tâche planifiée pour se relancer périodiquement et injecte son code dans un processus légitime du système et envoie le butin vers une infrastructure externe.,élevé,defense_evasion|privilege_escalation|command_and_control|persistence|exfiltration,trojan injection de processus|cheval de troie|désactivation antivirus|trojan windows,loader.bin|svc_host|update.dat,WriteProcessMemory|CreateProcessW|VirtualAllocEx|URLDownloadToFileW|CreateRemoteThread,HKLM\System\CurrentControlSet\Services,Global\TrjSyncMtx,static-asset-host.com|ns1.dynamic-resolver.net,process_injection|payload_download|scheduled_task|data_exfiltration,CreateRemoteThread|URLDownloadToFile|schtasks_create|http_post_exfil|WriteProcessMemory|CreateProcessW|loader.bin|svc_host,trojan|windows|élevé|process_injection|payload_download|scheduled_task|data_exfiltration
181,trojan,linux,rapport_analyste,Le binaire analysé énumère les informations système et le domaine. Il récupère un module additionnel via une connexion chiffrée.,élevé,command_and_control|discovery,cheval de troie|désactivation antivirus|trojan linux,loader.bin|%TEMP%\tmp.exe|update.dat|rundll32,fork|socket|execve|dlopen,,,analytics-collector.io,payload_download|system_discovery,http_download|systeminfo_enum|fork|socket|loader.bin|%TEMP%\tmp.exe,trojan|linux|élevé|payload_download|system_discovery
